myc_van_id,first_name,last_name,full_name,email_id,email,phone,voting_address,van_precinct_id,date_of_birth,age,gender,city,state,zip,address_has_long_lat,latitude,longitude,volunteer_level,is_staffer,van_hyperlink
101759286,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,181 Rines Rd ,972191,1942-07-22 04:00:00,78,F,Alton,NH,03809,1,43.537231,-71.18857,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID639B016G
101759287,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,464 Dudley Rd ,972191,1960-11-26 05:00:00,60,M,Alton,NH,03809,1,43.415998,-71.258993,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID739B016H
101759288,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,67 Center St Unit 406 ,972506,1959-06-01 04:00:00,61,F,Wolfeboro,NH,03894,1,43.588563,-71.205794,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID839B016I
101759289,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,31 Chesley Rd ,972191,1948-12-05 05:00:00,72,M,Alton,NH,03809,1,43.509539,-71.184072,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID939B016J
101759290,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,16 Falcon Dr ,972191,1961-11-21 05:00:00,59,F,Alton,NH,03809,1,43.434773,-71.205313,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDA39B016K
101759291,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,70 Lakewood Dr ,972191,1945-02-22 04:00:00,75,F,Alton Bay,NH,03810,1,43.481327,-71.247333,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDB39B016L
101759292,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,1 Tamarack Ln ,972192,1953-08-13 04:00:00,67,F,Amherst,NH,03031,1,42.818064,-71.585955,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDC39B016M
101759293,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,3 High Meadow Ln ,972192,1962-09-14 04:00:00,58,F,Amherst,NH,03031,1,42.887877,-71.629433,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDD39B016N
101759294,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,114 Horace Greeley Rd ,972192,1938-04-11 05:00:00,82,M,Amherst,NH,03031,1,42.924136,-71.578807,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDE39B016O
101759295,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,9 Gould Hill Rd ,972326,1982-05-20 04:00:00,38,F,Hopkinton,NH,03229,1,43.204899,-71.685495,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDF39B016P
101759296,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,24 Merrimack Rd ,972192,1942-12-27 04:00:00,78,F,Amherst,NH,03031,1,42.838222,-71.63653,Level 1,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID049B016Q
101759297,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,4 Parker Farm Ln ,972192,1965-06-17 04:00:00,55,F,Amherst,NH,03031,1,42.869408,-71.585787,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID149B016A
101759298,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,11 Old Manchester Rd ,972192,1958-11-07 05:00:00,62,M,Amherst,NH,03031,1,42.883492,-71.605516,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID249B016B
101759299,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,1258 Union St ,972363,1959-08-21 04:00:00,61,F,Manchester,NH,03104,1,43.01779,-71.46235,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID349B016C
101759300,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,22 Cricket Corner Rd ,972192,1960-04-29 04:00:00,60,F,Amherst,NH,03031,1,42.843038,-71.591154,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID449B016D
101759301,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,27 Old Manchester Rd ,972192,1966-10-11 04:00:00,54,F,Amherst,NH,03031,1,42.887982,-71.603643,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID549B016E
101759302,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,24 Horace Greeley Rd ,972192,1955-08-30 04:00:00,65,F,Amherst,NH,03031,1,42.904785,-71.600408,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID649B016F
101759303,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,17 Deer Hollow Dr ,972192,1951-04-27 05:00:00,69,M,Amherst,NH,03031,1,42.876297,-71.605343,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID749B016G
101759304,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,15 Aglipay Dr ,972192,1936-11-16 05:00:00,84,M,Amherst,NH,03031,1,42.814846,-71.562,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID849B016H
101759305,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,4 Williamsburg Dr ,972192,1942-08-04 04:00:00,78,M,Amherst,NH,03031,1,42.896458,-71.595461,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID949B016I
101759306,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,5 Williamsburg Dr ,972192,1947-12-28 05:00:00,73,F,Amherst,NH,03031,1,42.895067,-71.595018,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDA49B016J
101759307,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,16 Conifer Ln ,972192,1950-06-11 04:00:00,70,F,Amherst,NH,03031,1,42.843206,-71.575942,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDB49B016K
101759308,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,6 Veterans Rd Apt 21 ,972192,1933-10-01 05:00:00,87,M,Amherst,NH,03031,1,42.816416,-71.598279,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDC49B016L
101759309,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,19 Everett St ,972363,1951-06-09 04:00:00,69,M,Manchester,NH,03104,1,43.008847,-71.466712,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDD49B016M
101759310,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,232 Osgood Rd ,972384,1940-12-04 05:00:00,80,M,Milford,NH,03055,1,42.817078,-71.671118,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDE49B016N
101759311,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,31 Fells Dr ,972192,1935-06-26 04:00:00,85,F,Amherst,NH,03031,1,42.868299,-71.593454,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDF49B016O
101759312,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,222 Tucker Mountain Rd ,972193,1956-02-10 05:00:00,64,F,Andover,NH,03216,1,43.473842,-71.755096,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID059B016P
101759313,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,275 Elbow Pond Rd ,972193,1929-08-19 04:00:00,91,M,Andover,NH,03216,1,43.455342,-71.801936,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID159B016Q
101759314,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,206 Bridge Rd ,972193,1947-04-19 05:00:00,73,M,Andover,NH,03216,1,43.428203,-71.838643,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID259B016A
101759315,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,206 Old College Rd ,972193,1950-11-22 05:00:00,70,F,Andover,NH,03216,1,43.451396,-71.776013,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID359B016B
101759316,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,46 Main St ,972193,1964-06-06 04:00:00,56,F,Andover,NH,03216,1,43.436778,-71.808668,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID459B016C
101759317,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,29 Centerwood Dr ,972244,1946-07-11 04:00:00,74,F,Concord,NH,03301,1,43.194176,-71.513201,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID559B016D
101759318,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,22 Peg Shop Rd ,972193,1941-02-14 05:00:00,79,M,Andover,NH,03216,1,43.431378,-71.820964,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID659B016E
101759319,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,214 Old College Rd ,972193,1943-08-06 04:00:00,77,M,Andover,NH,03216,1,43.451722,-71.776179,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID759B016F
101759320,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,375 Keene Rd ,972194,1951-07-31 04:00:00,69,M,Antrim,NH,03440,1,43.075534,-72.013681,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID859B016G
101759321,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,64 Littles Ln ,972194,1951-03-28 05:00:00,69,F,Antrim,NH,03440,1,43.042224,-71.974264,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID959B016H
101759322,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,50 Steele Rd Apt B ,972422,1959-07-10 04:00:00,61,M,Peterborough,NH,03458,1,42.884734,-71.97188,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDA59B016I
101759323,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,8 Pleasant St ,972194,1940-09-01 04:00:00,80,M,Antrim,NH,03440,1,43.024711,-71.93824,Level 1,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDB59B016J
101759324,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,243 Pleasant St ,972194,1946-06-15 04:00:00,74,F,Antrim,NH,03440,1,43.022892,-71.967988,Level 2,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDC59B016K
101759325,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,12 N Main St ,972194,1954-02-23 05:00:00,66,F,Antrim,NH,03440,1,43.036266,-71.940114,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDD59B016L
101759326,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,64 Littles Ln ,972194,1933-03-28 05:00:00,87,M,Antrim,NH,03440,1,43.042224,-71.974264,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDE59B016M
101759327,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,12 N Main St ,972194,1951-04-27 05:00:00,69,M,Antrim,NH,03440,1,43.036266,-71.940114,Level 1,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDF59B016N
101759328,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,55 Owl Brook Rd ,972195,1958-08-06 04:00:00,62,F,Ashland,NH,03217,1,43.718203,-71.628488,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID069B016O
101759329,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,PO Box 573 ,,1938-12-04 05:00:00,82,M,Ashland,NH,03217,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID169B016P
101759330,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,198 White Tail Ln ,972362,1944-10-12 04:00:00,76,F,Silver Lake,NH,03875,1,43.851677,-71.187992,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID269B016Q
101759331,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,7 Hill Ave ,972195,1950-07-29 04:00:00,70,M,Ashland,NH,03217,1,43.693636,-71.631852,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID369B016A
101759332,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,15 Spring St ,972195,1953-12-03 05:00:00,67,F,Ashland,NH,03217,1,43.698537,-71.63198,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID469B016B
101759333,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,984 Quincy Rd ,972447,1949-10-01 05:00:00,71,M,Rumney,NH,03266,1,43.791681,-71.782194,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID569B016C
101759334,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,24 River St ,972195,1939-10-08 05:00:00,81,F,Ashland,NH,03217,1,43.705342,-71.62863,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID669B016D
101759335,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,13 Wood Dr ,972196,1964-08-08 04:00:00,56,F,Atkinson,NH,03811,1,42.826184,-71.159829,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID769B016E
101759336,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,56 Aspen Dr ,972196,1939-10-15 05:00:00,81,F,Atkinson,NH,03811,1,42.830504,-71.119969,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID869B016F
101759337,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,45 Bayberry Dr ,972196,1944-12-29 04:00:00,76,F,Atkinson,NH,03811,1,42.828549,-71.11639,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID969B016G
101759338,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,33 Coles Way ,972196,1943-11-25 04:00:00,77,M,Atkinson,NH,03811,1,42.858398,-71.1951,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDA69B016H
101759339,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,1 Stonewall Ter ,972196,1943-01-30 04:00:00,77,F,Atkinson,NH,03811,1,42.850174,-71.176425,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDB69B016I
101759340,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,45 Squirrel Dr ,972197,1931-03-18 05:00:00,89,F,Auburn,NH,03032,1,43.033926,-71.398301,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDC69B016J
101759341,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,118 Pingree Hill Rd ,972197,1944-04-01 04:00:00,76,F,Auburn,NH,03032,1,42.971076,-71.332682,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDD69B016K
101759342,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,51 Reading St ,972197,1938-04-22 05:00:00,82,F,Auburn,NH,03032,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDE69B016L
101759343,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,470 Chester Rd ,972197,1955-11-02 05:00:00,65,M,Auburn,NH,03032,1,42.981233,-71.329135,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDF69B016M
101759344,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,160 Rockingham Rd ,972197,1959-05-15 04:00:00,61,F,Auburn,NH,03032,1,43.015472,-71.380033,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID079B016N
101759345,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,337 Wilsons Crossing Rd ,972197,1950-05-24 04:00:00,70,F,Auburn,NH,03032,1,42.961186,-71.34186,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID179B016O
101759346,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,27 Margate Dr ,972197,1943-04-12 04:00:00,77,M,Auburn,NH,03032,1,42.962636,-71.34382,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID279B016P
101759347,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,37 Dearborn Rd ,972197,1947-11-14 05:00:00,73,F,Auburn,NH,03032,1,42.991566,-71.312925,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID379B016Q
101759348,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,474 No Barnstead Rd ,972198,1945-05-12 04:00:00,75,M,Barnstead,NH,03225,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID479B016A
101759349,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,873 No Barnstead Rd ,972198,1953-12-07 05:00:00,67,F,Barnstead,NH,03225,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID579B016B
101759350,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,50 Damsite Rd ,972198,1949-08-22 04:00:00,71,M,Center Barnstead,NH,03225,1,43.381563,-71.248469,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID679B016C
101759351,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,13 Hartshorn Rd ,972198,1971-10-17 04:00:00,49,F,Barnstead,NH,03218,1,43.33068,-71.290735,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID779B016D
101759352,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,14 Blueberry Ln ,972198,1959-09-30 04:00:00,61,F,Center Barnstead,NH,03225,1,43.379073,-71.21745,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID879B016E
101759353,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,29 Danbury Rd ,972198,1942-03-07 04:00:00,78,M,Center Barnstead,NH,03225,1,43.386805,-71.245699,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID979B016F
101759354,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,86 Wolfeboro Hwy ,,1943-06-19 04:00:00,77,F,Alton,NH,03809,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDA79B016G
101759355,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,204 Hartshorn Rd ,972198,1943-12-28 04:00:00,77,M,Barnstead,NH,03218,1,43.326252,-71.274141,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDB79B016H
101759356,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,204 Hartshorn Rd ,972198,1947-05-06 04:00:00,73,F,Barnstead,NH,03218,1,43.326252,-71.274141,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDC79B016I
101759357,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,92 Suncook Valley Rd ,972198,1941-12-25 05:00:00,79,M,Barnstead,NH,03218,1,43.32886,-71.303369,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDD79B016J
101759358,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,1053 No Barnstead Rd ,,1943-03-08 04:00:00,77,M,Barnstead,NH,03225,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDE79B016K
101759359,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,105 Muchado Hill Rd ,972198,1946-03-14 05:00:00,74,F,Center Barnstead,NH,03225,0,,,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EIDF79B016L
101759360,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,43 Technology Dr ,972202,1950-11-25 05:00:00,70,F,Bedford,NH,03110,0,,,Level 3,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID089B016M
101759361,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,40 Meadows Edge Rd ,972198,1948-08-27 04:00:00,72,F,Center Barnstead,NH,03225,1,43.383633,-71.273111,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID189B016N
101759362,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,23 Lois Ln ,972199,1949-04-30 04:00:00,71,F,Barrington,NH,03825,1,43.241015,-71.025883,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID289B016O
101759363,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,21 Lois Ln ,972199,1946-07-29 04:00:00,74,F,Barrington,NH,03825,1,43.241099,-71.025907,Level 1,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID389B016P
101759364,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,8 Oak Hill Rd ,972199,1951-08-05 04:00:00,69,F,Barrington,NH,03825,1,43.216314,-71.006056,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID489B016Q
101759365,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,110 Brewery Ln Ste 312 ,972431,1981-10-14 04:00:00,39,M,Portsmouth,NH,03801,1,43.069241,-70.770489,Level 0,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID589B016A
101759366,Jimmy,Smith,"Smith, Jimmy",,jimmysmith@gmail.com,3456789012,284 Stagecoach Rd ,972199,1952-09-19 04:00:00,68,F,Barrington,NH,03825,1,43.233807,-71.094731,Level 1,0,https://www.votebuilder.com/ContactsDetails.aspx?VANID=EID689B016B
